cik,AccountsPayableCurrent_USD,AccumulatedOtherComprehensiveIncomeLossNetOfTax_USD,AdditionalPaidInCapital_USD,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CashAndCashEquivalentsPeriodIncreaseDecrease_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockSharesOutstanding_shares,CommonStockValue_USD,DeferredTaxAssetsValuationAllowance_USD,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_pure,EntityCommonStockSharesOutstanding_shares,EntityPublicFloat_USD,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest_USD,IncomeTaxExpenseBenefit_USD,InterestPaidNet_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,NetCashProvidedByUsedInFinancingActivities_USD,NetCashProvidedByUsedInInvestingActivities_USD,NetCashProvidedByUsedInOperatingActivities_USD,NetIncomeLoss_USD,OperatingIncomeLoss_USD,OperatingLeaseRightOfUseAsset_USD,PaymentsToAcquirePropertyPlantAndEquipment_USD,PreferredStockSharesAuthorized_shares,PreferredStockSharesIssued_shares,PreferredStockSharesOutstanding_shares,ProceedsFromIssuanceOfCommonStock_USD,ProfitLoss_USD,PropertyPlantAndEquipmentNet_USD,RetainedEarningsAccumulatedDeficit_USD,ShareBasedCompensation_USD,StockIssuedDuringPeriodValueNewIssues_USD,StockholdersEquity_USD,UnrecognizedTaxBenefits_USD,WeightedAverageNumberOfDilutedSharesOutstanding_shares,WeightedAverageNumberOfSharesOutstandingBasic_shares
11544,,-62172000.0,,,28606913000.0,2372366000.0,,,2372366000.0,750000000.0,177825150.0,177825150.0,70535000.0,79488000.0,,177361868.0,,,,,28606913000.0,,22281116000.0,,,,,,164476000.0,,5000000.0,0.0,0.0,,,405930000.0,8348381000.0,,,6310802000.0,,,
12040,,,,38023000.0,114007000.0,31028000.0,,,,5000000.0,4197642.0,,420000.0,,,1858647.0,,,,,114007000.0,28217000.0,67661000.0,,,,,,21406000.0,,,,,,,47324000.0,39628000.0,,,40211000.0,,,
12208,139451000.0,282456000.0,429376000.0,2139835000.0,12972618000.0,662205000.0,,,667115000.0,,,,,44600000.0,,,,,,,12972618000.0,631536000.0,3092678000.0,,,,,,202136000.0,,7500000.0,0.0,0.0,,,491371000.0,9268012000.0,,,9879940000.0,55800000.0,,
12239,,,186482000.0,27731000.0,30495000.0,2715000.0,,,2715000.0,100000000.0,34920222.0,34920219.0,3000.0,40670000.0,,,,,,,30495000.0,877000.0,877000.0,,,,,,,,50000000.0,,,,,,-156603000.0,,,29618000.0,,,
12659,,-11693000.0,,1220642000.0,3168363000.0,280249000.0,,,737830000.0,800000000.0,218719439.0,,2187000.0,,,183418345.0,,,,,3168363000.0,691483000.0,3702943000.0,,,,,,419245000.0,,,,,,,162765000.0,-616518000.0,,,-497875000.0,233690000.0,,
12927,12928000000.0,-17133000000.0,7787000000.0,121642000000.0,152136000000.0,7752000000.0,,,7835000000.0,1200000000.0,1012261159.0,1012261159.0,5061000000.0,3094000000.0,,582996860.0,,,,,152136000000.0,87280000000.0,170211000000.0,,,,,,1252000000.0,,20000000.0,,,,,11820000000.0,38610000000.0,,,-18316000000.0,966000000.0,,
13156,467792.0,37691.0,,11562833.0,30574594.0,5993388.0,,,,65000000.0,21970638.0,21970638.0,21971.0,560389.0,,,,,,,30574594.0,4247794.0,55371559.0,,,,,,1367821.0,,10000000.0,0.0,0.0,,,116724.0,-35655163.0,,,-24796965.0,46699.0,,
13239,339000000.0,-27000000.0,1169000000.0,953000000.0,4002000000.0,204000000.0,,,204000000.0,100.0,100.0,,0.0,217000000.0,,,0.0,,,,4002000000.0,699000000.0,3179000000.0,,,,,,103000000.0,,,,,,,1259000000.0,-319000000.0,,,,129000000.0,,
13573,218375.0,,7854108.0,7958292.0,27285270.0,846250.0,,,,,,,,,,,,,,,27285270.0,1711509.0,5807758.0,,,,,,1731935.0,,2000000.0,0.0,,,,17247883.0,13107307.0,,,21477512.0,,,
14177,10703000.0,-25941000.0,8298000.0,66903000.0,156609000.0,7066000.0,,,,20000000.0,9076832.0,9076832.0,9134000.0,,,9076832.0,,,,,156609000.0,29036000.0,83899000.0,,,,,,,,1000000.0,,,,,74978000.0,81219000.0,,,72710000.0,,,
14272,2713000000.0,-1839000000.0,44325000000.0,30192000000.0,118481000000.0,14546000000.0,,,14973000000.0,4500000000.0,2900000000.0,,292000000.0,2809000000.0,,2240475153.0,,,,,118481000000.0,19080000000.0,80599000000.0,,,,,,859000000.0,,10000000.0,3484.0,3484.0,,,5886000000.0,21281000000.0,,,37822000000.0,2003000000.0,,
14693,,-489000000.0,,3914000000.0,6495000000.0,1106000000.0,,,1106000000.0,,,,,,,,,,,,6495000000.0,1044000000.0,4027000000.0,,,,,,,,,,,,,826000000.0,3125000000.0,,,2468000000.0,,,
14707,,-9136000.0,,782556000.0,1867050000.0,88295000.0,,,,100000000.0,,37966204.0,380000.0,49981000.0,,37906760.0,,,,,1867050000.0,905509000.0,,,,,,,554303000.0,,1000000.0,,0.0,,,172437000.0,48557000.0,,,200247000.0,1500000.0,,
14846,,,245605000.0,,365741000.0,19885000.0,,,28685000.0,300000000.0,16432000.0,16432000.0,164000.0,,,,,,,,365741000.0,,188053000.0,,,,,,2652000.0,,2000000.0,0.0,0.0,,,,-67978000.0,,,177772000.0,,,
14930,457600000.0,-42700000.0,,1670500000.0,3770600000.0,519600000.0,,,530300000.0,200000000.0,102538000.0,77875000.0,76900000.0,93400000.0,,77774754.0,,,,,3770600000.0,1079200000.0,,,,,,,83000000.0,,,,,,,863600000.0,2225700000.0,,,1510000000.0,3700000.0,,
15357,70122.0,,3134722.0,887564.0,1313142.0,285839.0,,,,,,,969834.0,,,969834.0,0.0,,,,1313142.0,177127.0,411746.0,,,,,,289390.0,,,,,,,136188.0,-5564600.0,,,901396.0,0.0,,
15615,571269000.0,-91444000.0,,2359015000.0,5227849000.0,423118000.0,,,423118000.0,145000000.0,93107440.0,,9311000.0,45800000.0,,,,,,,5227849000.0,1415199000.0,3222324000.0,,,,,,176573000.0,,5000000.0,0.0,0.0,,,982328000.0,1833557000.0,,,2001922000.0,18400000.0,,
15847,1990000.0,,16049000.0,31935000.0,99026000.0,,,,,100000000.0,77719677.0,74033347.0,,,,74033347.0,,,,,99026000.0,15756000.0,59978000.0,,,,,,,,50000000.0,,,,,,18956000.0,,,33884000.0,,,
16040,,-262000000.0,,1125000000.0,2980000000.0,147000000.0,,,,200000000.0,56752165.0,56606215.0,57000000.0,,,56616500.0,,,,,2980000000.0,570000000.0,,,,,,,,,2000000.0,0.0,0.0,,,1353000000.0,1032000000.0,,,823000000.0,,,
16058,60683000.0,-45883000.0,,995706000.0,5851485000.0,102114000.0,,,102114000.0,80000000.0,42663000.0,25231000.0,4266000.0,,,25231269.0,6202453506.0,,,,5851485000.0,772804000.0,2967206000.0,,,,,,374310000.0,,10000000.0,0.0,0.0,,,180258000.0,2931766000.0,,,2884144000.0,9500000.0,,
16099,,,,,,14874000.0,,,21525000.0,,,,,,,30741982.0,,,,,,,,,,,,,0.0,,,,,,,,,,,70763000.0,,,
16160,,151000.0,,493780000.0,1200355000.0,47308000.0,,,47308000.0,,,48768000.0,,,,,1512923967.0,,,,1200355000.0,94118000.0,195645000.0,,,,,,2124000.0,,,,,,,581744000.0,968325000.0,,,1004710000.0,,,
16732,1026000000.0,-5000000.0,,2535000000.0,12498000000.0,946000000.0,,,,560000000.0,323000000.0,,12000000.0,,,302944984.0,9319572891.0,,,,12498000000.0,2801000000.0,9573000000.0,,,,,,,,40000000.0,0.0,,,,2329000000.0,3517000000.0,,,2922000000.0,,,
16859,,,,,,,,,,,,,,,,12554801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16868,,,,,,,,,,,711600000.0,710300000.0,,,,711623989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16875,,,,,,,,,,,666300000.0,666300000.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
16918,732100000.0,-357400000.0,1580400000.0,3447100000.0,27630600000.0,152900000.0,,,152900000.0,,,,,,,,,,,,27630600000.0,2041400000.0,13978100000.0,,,,,,,,,,,,,5580700000.0,14879100000.0,,,13312100000.0,,,
16988,,,,,,,,,,1333763464.0,1333763464.0,,,,,1045773645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17843,108400000.0,-363100000.0,,1152600000.0,3043900000.0,271400000.0,,,271400000.0,100000000.0,56012748.0,48024702.0,280100000.0,,,48025970.0,1398479325.0,,,,3043900000.0,265800000.0,1711000000.0,,,,,,44000000.0,,,,,,,1326100000.0,1416500000.0,,,1332900000.0,,,
18172,29039000.0,-11762000.0,,203414000.0,289597000.0,22444000.0,,,22444000.0,40000000.0,7408000.0,7255000.0,74000.0,30165000.0,,,,,,,289597000.0,55921000.0,,,,,,,28083000.0,,,,,,,42668000.0,-129401000.0,,,-17180000.0,0.0,,
18230,6128000000.0,-888000000.0,,39464000000.0,78324000000.0,9352000000.0,,,9366000000.0,2000000000.0,814894624.0,545300000.0,,1009000000.0,,545303847.0,,,,,78324000000.0,25717000000.0,62946000000.0,,,,,,603000000.0,,,,,,,12401000000.0,35167000000.0,,,,1759000000.0,,
18255,73769000.0,1155000.0,115278000.0,290550000.0,591452000.0,17510000.0,,,21022000.0,,,,762000.0,5256000.0,,,,,,,591452000.0,181934000.0,,,,,,,199817000.0,,100000.0,0.0,,,,72550000.0,129303000.0,,,246498000.0,5946000.0,,
18349,,158635000.0,3851208000.0,,54394159000.0,,,,4252917000.0,342857143.0,168132522.0,148039495.0,168133000.0,19191000.0,,,,,,,54394159000.0,,49232825000.0,,,,,,,,100000000.0,22000000.0,,,,,1178019000.0,,,5161334000.0,20250000.0,,
18498,150437000.0,-35059000.0,282308000.0,667595000.0,1587368000.0,215091000.0,,,215091000.0,80000000.0,15438338.0,,15438000.0,36561000.0,,14992078.0,,,,,1587368000.0,402933000.0,1020609000.0,,,,,,621727000.0,,,,,,,207842000.0,320920000.0,,,566759000.0,178000.0,,
18926,1134000000.0,-2813000000.0,20909000000.0,3176000000.0,59394000000.0,406000000.0,,,427000000.0,2200000000.0,1096921000.0,1096921000.0,1097000000.0,1538000000.0,,,,,,,59394000000.0,6634000000.0,,,,,,,1699000000.0,,2000000.0,7000.0,7000.0,,,26338000000.0,-8031000000.0,,,11162000000.0,1474000000.0,,
19411,137380000.0,,,2156397000.0,3359855000.0,,,,1144450000.0,100000000.0,55549000.0,25887000.0,555000.0,905000.0,,,,,,,3359855000.0,737579000.0,1456821000.0,,,,,,23545000.0,,10000000.0,0.0,0.0,,,,1857130000.0,,,1869972000.0,10444000.0,,
19446,54228000.0,-12226000.0,,638040000.0,2050310000.0,243061000.0,,,243061000.0,75000000.0,46961589.0,42265728.0,4696000.0,,,42244649.0,,,,,2050310000.0,234547000.0,1262644000.0,,,,,,45810000.0,,1000000.0,0.0,,,,226132000.0,584866000.0,,,787666000.0,,,
19584,54234000.0,,,329403000.0,1434911000.0,162675000.0,,,162675000.0,80000000.0,36258638.0,,36259000.0,,,16032904.0,,,,,1434911000.0,299108000.0,533711000.0,,,,,,123448000.0,,,,,,,187820000.0,1723777000.0,,,901200000.0,1304000.0,,
19612,,182673000.0,,,47802487000.0,1260595000.0,,,1260595000.0,220000000.0,152565504.0,,152566000.0,10828000.0,,,4300000000.0,,,,47802487000.0,,42113190000.0,,,,,,106700000.0,,2000000.0,7000.0,,,,470131000.0,1735201000.0,,,5670813000.0,1499000.0,,
19617,,7986000000.0,,,3384757000000.0,,,,527609000000.0,9000000000.0,4104933895.0,3049400000.0,4105000000.0,560000000.0,,3051506436.0,,,,,3384757000000.0,,3105403000000.0,,,,,,8006000000.0,,200000000.0,3006250.0,,,,27109000000.0,236990000000.0,,,279354000000.0,4250000000.0,,
19745,60253000.0,-2865000.0,,136431000.0,1932487000.0,3499000.0,,,3499000.0,50000000.0,,,8499000.0,,,,,,,,1932487000.0,329032000.0,,,,,,,11194000.0,,2000000.0,0.0,,,,1601178000.0,342969000.0,,,697085000.0,,,
19871,466424.0,,447134.0,18087187.0,31238071.0,2567731.0,,,,4000000.0,1138096.0,966132.0,,0.0,,,,,,,31238071.0,1520898.0,2531982.0,,,,,,,,500000.0,,0.0,,,13150884.0,31042957.0,,,28706089.0,,,
20212,70700000.0,,,235100000.0,2981600000.0,67400000.0,,,121000000.0,150000000.0,39500000.0,39500000.0,18200000.0,1400000.0,,38476002.0,,,,,2686400000.0,424200000.0,2319300000.0,,,,,,22300000.0,,300000.0,0.0,0.0,,,1059800000.0,349800000.0,,,367100000.0,3900000.0,,
20286,,769000000.0,,,27542000000.0,900000000.0,,,900000000.0,500000000.0,198300000.0,,397000000.0,56000000.0,,,,,,,27542000000.0,,16753000000.0,,,,,,,,,,,,,213000000.0,10085000000.0,,,10789000000.0,34000000.0,,
20520,540000000.0,-755000000.0,,2654000000.0,16795000000.0,1829000000.0,,,1887000000.0,175000000.0,106025000.0,104793000.0,27000000.0,783000000.0,,,,,,,16795000000.0,7140000000.0,21695000000.0,,,,,,215000000.0,,,,,,,12931000000.0,-8975000000.0,,,-4900000000.0,16000000.0,,
20639,,,,,7990000.0,7925000.0,,,7925000.0,85000000.0,46410000.0,40738000.0,464000.0,38140000.0,,,,,,,7990000.0,,383000.0,,,,,,,,20000000.0,0.0,0.0,,,,-535993000.0,,,7607000.0,,,
21076,,-575000000.0,,2103000000.0,6855000000.0,732000000.0,,,737000000.0,750000000.0,130741461.0,125724327.0,131000000.0,,,125791273.0,25300000000.0,,,,6855000000.0,1738000000.0,5475000000.0,,,,,,322000000.0,,5000000.0,0.0,0.0,,,1221000000.0,1302000000.0,,,1184000000.0,,,
21175,,803000000.0,,,64026000000.0,,,,419000000.0,500000000.0,273040243.0,271391603.0,683000000.0,0.0,,271391603.0,,,,,64026000000.0,,51319000000.0,,,,,,199000000.0,,,,,,,252000000.0,9081000000.0,,,12707000000.0,0.0,,
21344,,-14601000000.0,,19240000000.0,87296000000.0,6795000000.0,,,7110000000.0,11200000000.0,7040000000.0,,1760000000.0,406000000.0,,,,,,,87296000000.0,14601000000.0,,,,,,,1548000000.0,,,,,,,10777000000.0,66555000000.0,,,19299000000.0,915000000.0,,
21510,62412000.0,-9948000.0,89064000.0,1278770000.0,1889636000.0,508214000.0,,,513676000.0,500000000.0,,24447000.0,243000.0,7000000.0,,24447453.0,,,,,1889636000.0,296663000.0,,,,,,,84488000.0,,,,,,,260207000.0,872519000.0,,,951878000.0,,,
21535,67923000.0,-4326000.0,,485046000.0,1090346000.0,149358000.0,,,149358000.0,60000000.0,42190000.0,42190000.0,42190000.0,86124000.0,,,,,,,1090346000.0,174453000.0,,,,,,,29203000.0,,1000000.0,0.0,,,,66916000.0,26230000.0,,,512288000.0,33696000.0,,
21665,1393000000.0,-4345000000.0,2969000000.0,4338000000.0,15920000000.0,888000000.0,,,888000000.0,2000000000.0,1465706360.0,849893601.0,1466000000.0,96000000.0,,848562678.0,,,,,15920000000.0,4404000000.0,14819000000.0,,,,,,521000000.0,,50262150.0,,,,,3716000000.0,23699000000.0,,,743000000.0,227000000.0,,
22356,,331377000.0,2436288000.0,,32922974000.0,,,,2208328000.0,140000000.0,117870372.0,,589352000.0,,,,,,,,32922974000.0,,29523002000.0,,,,,,28300000.0,,2000000.0,0.0,,,,371083000.0,73000000.0,,,3397047000.0,1331000.0,,
22444,,-111055000.0,,2169205000.0,4016668000.0,,,,467483000.0,200000000.0,,120068021.0,1290000.0,,,120068330.0,,,,,4016668000.0,613199000.0,2081769000.0,,,,,,117582000.0,,,,,,,1549385000.0,1857513000.0,,,1934687000.0,,,
22701,709283.0,-678767.0,43572114.0,35758253.0,55556325.0,12789975.0,,,13092484.0,30000000.0,9321927.0,9321927.0,466096.0,8728000.0,,,,,,,55556325.0,7437651.0,,,,,,,284251.0,,3000000.0,0.0,,,,304758.0,4135284.0,,,-2501344.0,115000.0,,
23111,18784000.0,-15367000.0,,113138000.0,176253000.0,32865000.0,,,,150000000.0,27017824.0,,270000.0,7664000.0,,,,,,,176253000.0,61145000.0,96745000.0,,,,,,22116000.0,,2500000.0,,0.0,,,5515000.0,94312000.0,,,79508000.0,,,
23194,259284000.0,,1095384000.0,199810000.0,4623983000.0,30272000.0,,,30272000.0,400000000.0,232414718.0,232414718.0,116206000.0,15964000.0,,,,,,,4623983000.0,441592000.0,3182210000.0,,,,,,3025000.0,,,,,,,4084550000.0,55183000.0,,,1266773000.0,,,
23197,38994000.0,,570891000.0,281909000.0,946595000.0,30934000.0,,,30934000.0,100000000.0,40059977.0,,4006000.0,,,25010803.0,523931000.0,,,,946595000.0,179700000.0,483311000.0,,,,,,51020000.0,,2000000.0,,,,,26136000.0,330236000.0,,,463284000.0,,,
23217,1598100000.0,-85100000.0,,2797700000.0,22276700000.0,68000000.0,,,,1200000000.0,584219229.0,,2921200000.0,660000000.0,,488578978.0,17559528469.0,,,,22276700000.0,3351400000.0,13807200000.0,,,,,,,,,,,,,2478000000.0,5938700000.0,,,8392000000.0,33900000.0,,
23795,,-1910000.0,,,666700000.0,4289000.0,,,33825000.0,25000000.0,7310680.0,5915756.0,7250000.0,0.0,,,,,,,666700000.0,,315801000.0,,,,,,246000.0,,50000.0,0.0,0.0,,,442384000.0,339917000.0,,,350899000.0,0.0,,
24090,,,,,1843420000.0,34131000.0,,,34131000.0,,,,,0.0,,,,,,,1843420000.0,,1542475000.0,,,,,,11900000.0,,,,,,,16312000.0,-82352000.0,,,300945000.0,45990000.0,,
24491,297578000.0,-446909000.0,,1582215000.0,2971573000.0,625758000.0,,,649505000.0,300000000.0,87850292.0,,87850000.0,35145000.0,,,,,,,2971573000.0,648110000.0,,,,,,,91884000.0,,5000000.0,0.0,,,,1077624000.0,,,,1388899000.0,12890000.0,,
24545,1732700000.0,-1167800000.0,6937800000.0,2418800000.0,27331100000.0,770100000.0,,,770100000.0,,,,,62200000.0,,,,,,,27331100000.0,3909600000.0,14709800000.0,,,,,,136200000.0,,25000000.0,0.0,,,,4250300000.0,6544200000.0,,,12365000000.0,235700000.0,,
24741,1174000000.0,-740000000.0,,8004000000.0,30775000000.0,,,,2672000000.0,3800000000.0,1700000000.0,,863000000.0,167000000.0,,768367889.0,,,,,30775000000.0,3767000000.0,17327000000.0,,,,,,680000000.0,,10000000.0,2300.0,,,,15742000000.0,16120000000.0,,,13257000000.0,131000000.0,,
25232,,,,,7107398000.0,4290000.0,,,6138000.0,300000000.0,151149289.0,151149289.0,151149000.0,,,148566470.0,,,,,7107398000.0,,2611860000.0,,,,,,55800000.0,,20000000.0,0.0,0.0,,,,,,,4467134000.0,,,
25445,198900000.0,-466400000.0,330700000.0,1573700000.0,4615000000.0,551000000.0,,,551000000.0,200000000.0,72426139.0,58127948.0,72400000.0,153400000.0,,58164560.0,,,,,4615000000.0,1056600000.0,3083900000.0,,,,,,103700000.0,,5000000.0,,,,,573700000.0,2192800000.0,,,1528900000.0,34000000.0,,
25475,41544000.0,-198856000.0,,302003000.0,752984000.0,44656000.0,,,44656000.0,,,,,16579000.0,,,,,,,752984000.0,242794000.0,,,,,,,109315000.0,,,,,,,36402000.0,265245000.0,,,186939000.0,3778000.0,,
25743,21068000.0,,,128404000.0,181610000.0,,,,80486000.0,600000000.0,299765000.0,299765000.0,300000.0,230257000.0,,,,,,,181610000.0,59238000.0,305611000.0,,,,,,9566000.0,,10000000.0,0.0,0.0,,,1942000.0,-878945000.0,,,-124001000.0,,,
25895,8891000.0,,,46941000.0,65806000.0,3658000.0,,,,40000000.0,12759753.0,,128000.0,,,9981433.0,,,,,65806000.0,17192000.0,,,,,,,4528000.0,,,,,,,2031000.0,2753000.0,,,42441000.0,,,
26058,50489000.0,-95921000.0,,233231000.0,626049000.0,,,,,75000000.0,57076410.0,32276787.0,311190000.0,8320000.0,,,,,,,626049000.0,104932000.0,202367000.0,,,,,,23281000.0,,25000000.0,,0.0,,,97437000.0,539281000.0,,,423682000.0,3128000.0,,
26076,,-138296000.0,,719228000.0,2299598000.0,,,,147220000.0,,,,297655000.0,,,31834085.0,,,,,2299598000.0,530601000.0,,,,,,,84646000.0,,,,,,,165576000.0,837477000.0,,,960758000.0,,,
26172,2820000000.0,-1982000000.0,,11897000000.0,22624000000.0,3401000000.0,,,,500000000.0,222400000.0,,,346000000.0,,147657584.0,,,,,22624000000.0,6335000000.0,13635000000.0,,,,,,438000000.0,,,,,,,4255000000.0,15419000000.0,,,8062000000.0,122000000.0,,
26324,201237000.0,-310856000.0,,1300824000.0,4021334000.0,198248000.0,,,198248000.0,100000000.0,49187378.0,40916429.0,49187000.0,1240000.0,,40938180.0,,,,,4021334000.0,810377000.0,2233760000.0,,,,,,150898000.0,,,,,,,378200000.0,2670328000.0,,,1787574000.0,15585000.0,,
26780,1331000000.0,-1026000000.0,2408000000.0,3288000000.0,7376000000.0,559000000.0,,,,450000000.0,154958240.0,144515658.0,2000000.0,259000000.0,,144670587.0,,,,,7376000000.0,1941000000.0,5362000000.0,,,,,,190000000.0,,50000000.0,,0.0,,,,530000000.0,,,1758000000.0,104000000.0,,
27093,572190.0,,71816386.0,14579963.0,31499639.0,13992772.0,,,,200000000.0,5869751.0,5869751.0,5870.0,,,5756711.0,,,,,31499639.0,572190.0,766907.0,,,,,,,,50000000.0,,,,,173258.0,-41090318.0,,,30732732.0,,,
27419,12859000000.0,-756000000.0,,20756000000.0,51248000000.0,,,,8511000000.0,6000000000.0,500877129.0,500877129.0,42000000.0,,,500773141.0,,,,,51248000000.0,20125000000.0,,,,,,,2227000000.0,,5000000.0,0.0,0.0,,,26879000000.0,8825000000.0,,,14440000000.0,181000000.0,,
27673,,-39000000.0,,,40325900000.0,622500000.0,,,713100000.0,,2500.0,2500.0,1482800000.0,,,2500.0,,,,,40325900000.0,,35983400000.0,,,,,,,,,,,,,,2897100000.0,,,4340900000.0,27700000.0,,
27904,2840000000.0,-9038000000.0,,17404000000.0,71996000000.0,8307000000.0,,,10055000000.0,1500000000.0,647352203.0,,0.0,460000000.0,,638146665.0,,,,,71996000000.0,15927000000.0,,,,,,,5733000000.0,,500000000.0,,,,,,-428000000.0,,,1534000000.0,,,
27996,116990000.0,-41433000.0,17558000.0,506631000.0,1842175000.0,123122000.0,,,229409000.0,500000000.0,,41973000.0,41973000.0,11453000.0,,42029373.0,,,,,1842175000.0,411820000.0,,,,,,,35906000.0,,,,,,,88680000.0,495153000.0,,,,3361000.0,,
28412,,64000000.0,,,88129000000.0,15767000000.0,,,15767000000.0,325000000.0,228164824.0,,1141000000.0,3000000.0,,139286040.0,,,,,88129000000.0,,80079000000.0,,,,,,306000000.0,,4000.0,4000.0,,,,459000000.0,9727000000.0,,,,19000000.0,,
28823,499900000.0,-412900000.0,,1857300000.0,3657400000.0,,,,324500000.0,125000000.0,93534866.0,77678984.0,116900000.0,229500000.0,,,,,,,3657400000.0,1649500000.0,,,,,,,143300000.0,,1000000.0,0.0,,,,177500000.0,-742300000.0,,,-827100000.0,36800000.0,,
28917,,-34935000.0,,1661940000.0,3092515000.0,360339000.0,,,360339000.0,,,,1240000.0,,,,,,,,3092515000.0,772877000.0,,,,,,,47612000.0,,,,,,,1289302000.0,4471269000.0,,,1441008000.0,5058000.0,,
29002,168045000.0,-73606000.0,,1023987000.0,1979457000.0,268065000.0,,,,70000000.0,44276194.0,44276194.0,35692000.0,45591000.0,,,,,,,1979457000.0,509762000.0,963334000.0,,,,,,54457000.0,,1000000.0,0.0,0.0,,,530815000.0,,,,963820000.0,42466000.0,,
29332,15106000.0,-530000.0,158329000.0,134165000.0,233702000.0,1920000.0,,,1920000.0,80000000.0,14557435.0,,43672000.0,14202000.0,,,,,,,233702000.0,55296000.0,169911000.0,,,,,,21151000.0,,,,,,,52905000.0,-140321000.0,,,63791000.0,487000.0,,
29534,3614089000.0,-2163000.0,,6914219000.0,25862624000.0,1376577000.0,,,1376577000.0,1000000000.0,240785000.0,240785000.0,210687000.0,4077000.0,,245000903.0,,,,,25862624000.0,5710783000.0,,,,,,,9473330000.0,,,,,,,3899997000.0,3006102000.0,,,6661238000.0,7502000.0,,
29644,228100000.0,-143000000.0,5100000.0,1126300000.0,2271100000.0,207300000.0,,,207300000.0,240000000.0,151643194.0,,758200000.0,,,126239919.0,7459060097.0,,,,2271100000.0,499500000.0,1196700000.0,,,,,,,,1000000.0,0.0,,,,624300000.0,1494400000.0,,,1074400000.0,18600000.0,,
29669,804500000.0,-153900000.0,,1756600000.0,3130900000.0,288800000.0,,,357600000.0,165000000.0,89000000.0,,900000.0,195700000.0,,,,,,,3130900000.0,1290200000.0,3374700000.0,,,,,,223800000.0,,2000000.0,0.0,,,,438800000.0,-2240700000.0,,,-257700000.0,20700000.0,,
29905,853942000.0,-153254000.0,,2619187000.0,9152074000.0,513075000.0,,,513075000.0,500000000.0,258981638.0,,258982000.0,287679000.0,,143649247.0,,,,,9152074000.0,1738798000.0,,,,,,,170089000.0,,100000.0,0.0,,,,897326000.0,8608284000.0,,,3385773000.0,72338000.0,,
29952,,,16032106.0,0.0,0.0,0.0,,,0.0,500000000.0,64629559.0,64629559.0,646295.0,5042517.0,,,,,,,0.0,1297188.0,3979925.0,,,,,,,,10000000.0,,1000000.0,,,,-20170068.0,,,-3979925.0,,,
29989,11513000000.0,-1213800000.0,,15590100000.0,27647200000.0,5600500000.0,,,5600500000.0,1000000000.0,297200000.0,215000000.0,44600000.0,15900000.0,,215014390.0,,,,,27647200000.0,15525100000.0,,,,,,,1223400000.0,,7500000.0,0.0,,,,585200000.0,8190600000.0,,,3084400000.0,182900000.0,,
30305,63980000.0,-9600000.0,,410284000.0,837347000.0,56466000.0,,,56466000.0,35000000.0,11728212.0,11728212.0,117000.0,9330000.0,,11763468.0,,,,,837347000.0,142902000.0,508013000.0,,,,,,16348000.0,,5000000000000.0,0.0,0.0,,,109990000.0,241727000.0,,,329334000.0,4069000.0,,
30625,440199000.0,-609625000.0,,2904333000.0,5314677000.0,1095274000.0,,,1095274000.0,305000000.0,176793000.0,,220991000.0,287410000.0,,,,,,,5314677000.0,1141633000.0,,,,,,,208125000.0,,,,,,,556873000.0,3670543000.0,,,1730991000.0,54800000.0,,
30697,31063000.0,-49641000.0,2899276000.0,687623000.0,5040006000.0,306989000.0,,,418241000.0,1500000000.0,470424000.0,224268000.0,47042000.0,49968000.0,,,,,,,5040006000.0,413308000.0,4490410000.0,,,,,,821480000.0,,100000000.0,0.0,,,,915889000.0,238674000.0,,,549596000.0,20973000.0,,
31107,21311618.0,-29496751.0,,111735772.0,275528354.0,15320776.0,,,16101635.0,50000000.0,8996625.0,6246896.0,31501041.0,,,,,,,,275528354.0,40665962.0,171221896.0,,,,,,12594663.0,,,,,,,29024182.0,-122840131.0,,,104306458.0,1078309.0,,
31235,,-446000000.0,,627000000.0,1248000000.0,196000000.0,,,,500000000.0,,77200000.0,,1112000000.0,,,,,,,1248000000.0,296000000.0,980000000.0,,,,,,48000000.0,,60000000.0,2000000.0,2000000.0,,,152000000.0,-620000000.0,,,77000000.0,8000000.0,,
31462,1160600000.0,-1994400000.0,,5117400000.0,18126000000.0,1260200000.0,,,1260200000.0,800000000.0,,285700000.0,362600000.0,45300000.0,,285849956.0,,,,,18126000000.0,2932200000.0,11924500000.0,,,,,,423800000.0,,,,,,,3124900000.0,8243000000.0,,,6166500000.0,20700000.0,,
