cik,AccountsPayableCurrent_USD,AccumulatedOtherComprehensiveIncomeLossNetOfTax_USD,AdditionalPaidInCapital_USD,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CashAndCashEquivalentsPeriodIncreaseDecrease_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockSharesOutstanding_shares,CommonStockValue_USD,DeferredTaxAssetsValuationAllowance_USD,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_pure,EntityCommonStockSharesOutstanding_shares,EntityPublicFloat_USD,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest_USD,IncomeTaxExpenseBenefit_USD,InterestPaidNet_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,NetCashProvidedByUsedInFinancingActivities_USD,NetCashProvidedByUsedInInvestingActivities_USD,NetCashProvidedByUsedInOperatingActivities_USD,NetIncomeLoss_USD,OperatingIncomeLoss_USD,OperatingLeaseRightOfUseAsset_USD,PaymentsToAcquirePropertyPlantAndEquipment_USD,PreferredStockSharesAuthorized_shares,PreferredStockSharesIssued_shares,PreferredStockSharesOutstanding_shares,ProceedsFromIssuanceOfCommonStock_USD,ProfitLoss_USD,PropertyPlantAndEquipmentNet_USD,RetainedEarningsAccumulatedDeficit_USD,ShareBasedCompensation_USD,StockIssuedDuringPeriodValueNewIssues_USD,StockholdersEquity_USD,UnrecognizedTaxBenefits_USD,WeightedAverageNumberOfDilutedSharesOutstanding_shares,WeightedAverageNumberOfSharesOutstandingBasic_shares
1618835,10641000.0,0.0,,97730000.0,109968000.0,48892000.0,,,72251000.0,500000000.0,81351533.0,81351533.0,8000.0,87713000.0,,,,,,,109968000.0,77283000.0,108621000.0,,,,,,6856000.0,,5000000.0,0.0,0.0,,,4334000.0,-655488000.0,,,1347000.0,1465000.0,,
1618921,16212000000.0,-3682000000.0,10876000000.0,21084000000.0,89167000000.0,1111000000.0,,,1339000000.0,3200000000.0,1172513618.0,,12000000.0,,,864041635.0,,,,,89167000000.0,30379000000.0,68426000000.0,,,,,,21951000000.0,,32000000.0,0.0,,,,,33495000000.0,,,20059000000.0,,,
1619096,,,,,,192371.0,,,,,500000.0,,,,,64049990.0,,,,,,,,,,,,,,,,,,,,,,,,-330291.0,,,
1619227,,-96216.0,0.0,0.0,0.0,0.0,,,0.0,500000000.0,319385.0,319385.0,128437821.0,77403.0,,,,,,,0.0,205116.0,384858.0,,,,,,,,,,,,,,-128726463.0,,,-384858.0,,,
1619312,,0.0,71665213.0,,82990286.0,31406204.0,,,31490826.0,200000000.0,8500000.0,8500000.0,85374.0,,,,,,,,82990286.0,,33781813.0,,,,,,,,50000000.0,0.0,0.0,,,,-22542114.0,,,49208473.0,,,
1619544,,-1066000.0,847805000.0,,825519000.0,417887000.0,,,489190000.0,,203510681.0,203510681.0,,,,,,,,,825519000.0,,178267000.0,,,,,,4394000.0,,200000000.0,0.0,0.0,,,9716000.0,-279349000.0,,,638862000.0,,,
1619762,1126000000.0,330000000.0,,3440000000.0,12992000000.0,907000000.0,,,1106000000.0,1850000000.0,204857000.0,204856564.0,20000000.0,284000000.0,,204856564.0,,,,,12992000000.0,2615000000.0,11431000000.0,,,,,,288000000.0,,,,,,,132000000.0,-1920000000.0,,,777000000.0,27000000.0,,
1619856,2601000.0,0.0,7433000.0,24306000.0,36046000.0,15953000.0,,,15953000.0,28933380.0,9710829.0,9710829.0,1000.0,10702000.0,,,,,,,36046000.0,12389000.0,18160000.0,,,,,,,,0.0,0.0,0.0,,,3502000.0,-30871000.0,,,-23437000.0,1353000.0,,
1619954,52998000.0,-47804000.0,655444000.0,323076000.0,1971398000.0,123880000.0,,,123880000.0,900000000.0,0.0,0.0,0.0,229000.0,,,,,,,1971398000.0,164278000.0,1262684000.0,,,,,,35355000.0,,100000000.0,0.0,0.0,,,168113000.0,300890000.0,,,708714000.0,783000.0,,
1620179,76027000.0,-24483000.0,446739000.0,323293000.0,1157779000.0,68221000.0,,,70309000.0,1600000000.0,51693931.0,49242225.0,15000.0,220030000.0,,59192012.0,,,,,1157779000.0,454739000.0,2084311000.0,,,,,,68861000.0,,20000000.0,3290050.0,3290050.0,,,,-1390038000.0,,,-926532000.0,1836000.0,,
1620280,,-20367000.0,,,4731818000.0,77534000.0,,,77534000.0,500000000.0,231262000.0,231262000.0,23000.0,0.0,,,,,,,4731818000.0,,6804194000.0,,,,,,97850000.0,,50000000.0,0.0,0.0,,,3273353000.0,,,,-2141658000.0,1734000.0,,
1620393,,-44354000.0,,,1829214000.0,24457000.0,,,,500000000.0,25016957.0,25016957.0,250000.0,,,,,,,,1829214000.0,,1418189000.0,,,,,,,,100000000.0,0.0,,,,,75321000.0,,,407927000.0,,,
1620459,,81899000.0,664476000.0,,5063072000.0,162260000.0,,,1022180000.0,200000000.0,30649261.0,30649261.0,6000.0,,,,,,,,5063072000.0,,4267464000.0,,,,,,14000000.0,,20000000.0,0.0,0.0,,,1288000.0,49227000.0,,,795608000.0,,,
1620463,1158000.0,33000.0,,192337000.0,279563000.0,60625000.0,,,,900000000.0,32485784.0,32485784.0,3000.0,9098000.0,,,,,,,279563000.0,4405000.0,5281000.0,,,,,,936000.0,,,,,,,2649000.0,-41042000.0,,,274282000.0,337000.0,,
1620533,23487000.0,3000.0,395067000.0,203186000.0,1145348000.0,146873000.0,,,146873000.0,,,,,2656000.0,,,,,,,1145348000.0,109705000.0,710855000.0,,,,,,306317000.0,,10000000.0,0.0,0.0,,,336541000.0,12209000.0,,,407321000.0,0.0,,
1620664,4315457.0,2457406.0,18424483.0,114870576.0,143957860.0,43669538.0,,,,100000000.0,18329600.0,18329600.0,18330.0,1417511.0,,18329600.0,,,,,143957860.0,40805723.0,48442062.0,,,,,,12265679.0,,,,,,,12543156.0,66854353.0,,,95515798.0,,,
1620749,,,,148.0,148.0,148.0,,,,150000000.0,17990000.0,17990000.0,1799.0,,,17990000.0,0.0,,,,148.0,139516.0,139516.0,,,,,,,,50000000.0,0.0,0.0,,,,-286917.0,,,-139368.0,,,
1621221,,47527.0,19891350.0,7499741.0,9539343.0,5783000.0,,,5783000.0,750000000.0,15111587.0,15111587.0,15112.0,,,15711587.0,,,,,9539343.0,485617.0,,,,,,,,,6250000.0,0.0,0.0,,,185.0,-10900263.0,,,8435000.0,,,
1621227,6389000.0,-10048000.0,935706000.0,398152000.0,451142000.0,56882000.0,,,61484000.0,1038249630.0,928754958.0,928754958.0,1325000.0,82398000.0,,,,,,,451142000.0,39073000.0,109915000.0,,,,,,18880000.0,,,,,,,27778000.0,-585756000.0,,,341227000.0,0.0,,
1621434,3407000.0,,,66521000.0,1243978000.0,1796000.0,,,1796000.0,,,,,,,,,,,,1243978000.0,39947000.0,185011000.0,,,,,,,,,,,,,1172136000.0,,,,,,,
1621443,2522716.0,,262286008.0,73366174.0,74056776.0,59157187.0,,,59157187.0,200000000.0,29975264.0,29975264.0,29975.0,54514771.0,,,,,,,74056776.0,13913248.0,13913248.0,,,,,,105199.0,,10000000.0,0.0,0.0,,,585403.0,-202172455.0,,,60143528.0,0.0,,
1621563,120813000.0,5203000.0,,893279000.0,4308011000.0,418181000.0,,,418181000.0,,,,,1675000.0,,,,,,,4308011000.0,322689000.0,2691743000.0,,,,,,28543000.0,,,,,,,,326772000.0,,,1597801000.0,0.0,,
1621672,,,115459000.0,9367000.0,13977000.0,7942000.0,,,,100000000.0,15483010.0,15483010.0,25000.0,23913000.0,,,,,,,13977000.0,1829000.0,3037000.0,,,,,,,,10000000.0,0.0,0.0,,,138000.0,-104544000.0,,,10940000.0,0.0,,
1621832,1552000.0,,,8358000.0,35138000.0,6533000.0,,,,100000000.0,64461065.0,64461065.0,64000.0,30717000.0,,,,,,,35138000.0,3454000.0,3999000.0,,,,,,716000.0,,,,,,,24883000.0,-165653000.0,,,31139000.0,200000.0,,
1621906,,-25542.0,,790846.0,22846173.0,565250.0,,,1472061.0,,30084053.0,30083747.0,29886367.0,2997084.0,,30083747.0,,,,,22846173.0,628471.0,4072807.0,,,,,,,,,,,,,,-11087459.0,,,18773366.0,,,
1622057,,,16855917.0,72985.0,72985.0,54672.0,,,,500000000.0,91330154.0,91330154.0,91330.0,,,97059154.0,,,,,72985.0,1304909.0,1304909.0,,,,,,,,50000000.0,250000.0,250000.0,,,,-18179421.0,,,-1231924.0,,,
1622194,,-11351000.0,,,2457540000.0,8465000.0,,,,200000000.0,82106256.0,82106256.0,821000.0,,,,,,,,2457540000.0,,1157570000.0,,,,,,400000.0,,,,,,,,31965000.0,,,1154570000.0,,,
1622229,732000.0,,,244912000.0,250916000.0,242190000.0,,,243445000.0,150000000.0,32347905.0,32347905.0,32000.0,27799000.0,,,,,,,250916000.0,13094000.0,16249000.0,,,,,,4615000.0,,9000000.0,0.0,0.0,,,134000.0,-198700000.0,,,234667000.0,0.0,,
1622231,,-36520.0,-259635.0,96615.0,690079.0,44540.0,,,,500000000.0,50500011.0,50500011.0,50500.0,,,50500011.0,,,,,690079.0,2653469.0,2672359.0,,,,,,127719.0,,,,,,,,-1736625.0,,,-1982280.0,,,
1622244,734554.0,-52870.0,14103672.0,420619.0,1407582.0,28920.0,,,,300000000.0,53085305.0,53085305.0,53085.0,1302000.0,,51485305.0,,,,,1407582.0,1702437.0,1858691.0,,,,,,195029.0,,9500000.0,0.0,0.0,,,726820.0,-16132326.0,,,-1953439.0,,,
1622345,311000.0,,23643000.0,14645000.0,17799000.0,1646000.0,,,,50000000.0,11768158.0,11750681.0,1000.0,3515000.0,,11650681.0,,,,,17799000.0,4522000.0,6308000.0,,,,,,1563000.0,,5000000.0,0.0,0.0,,,1497000.0,-12113000.0,,,11491000.0,,,
1622408,,,25189755.0,0.0,0.0,0.0,,,,92000000.0,27746000.0,27746000.0,28.0,,,27746000.0,2437889.0,,,,0.0,,147408.0,,,,,,,,8000000.0,0.0,0.0,,,,-25447096.0,,,-147408.0,,,
1622879,3508478.0,,85357835.0,5997365.0,70682601.0,1231235.0,,,1237236.0,250000000.0,42601773.0,42169041.0,42602.0,7233123.0,,,,,,,70682601.0,12360386.0,28907742.0,,,,,,2579036.0,,10000000.0,19716.0,19716.0,,,2584798.0,-42293098.0,,,41774859.0,0.0,,
1622996,,,,973353.0,998053.0,18123.0,,,,100000000.0,60042000.0,47760000.0,47760.0,66645.0,,,,,,,998053.0,312185.0,312185.0,,,,,,24700.0,,25000000.0,0.0,0.0,,,,-238654.0,,,685868.0,,,
1623360,,-100.0,9427741.0,82394.0,89973.0,58730.0,,,,900000000.0,470476740.0,470476740.0,470477.0,,,470276740.0,74905415.0,,,,89973.0,3812567.0,3814734.0,,,,,,,,10000000.0,10000000.0,10000000.0,,,658.0,-13632879.0,,,-3724761.0,,,
1623526,1495000.0,,396352000.0,293930000.0,297925000.0,287308000.0,,,,300000000.0,36577149.0,36577149.0,4000.0,37206000.0,,,,,,,297925000.0,11425000.0,11847000.0,,,,,,1115000.0,,,,0.0,,,2675000.0,-110278000.0,,,286078000.0,0.0,,
1623590,230.0,87592.0,,112313.0,241481.0,46551.0,,,,70000000.0,54087903.0,54087903.0,5409.0,,,54087903.0,,,,,241481.0,4934483.0,4974743.0,,,,,,88100.0,,1000000.0,,0.0,,,41068.0,-9576061.0,,,-4733262.0,667000.0,,
1623715,1379000.0,-3000.0,,77822000.0,98933000.0,19266000.0,,,,228300000.0,1030023.0,1030023.0,0.0,24575000.0,,,,,,,98933000.0,5105000.0,,,,,,,,,0.0,0.0,0.0,,,8000.0,-70342000.0,,,-68784000.0,2104000.0,,
1623925,9495000.0,,2877612000.0,93931000.0,5610912000.0,640000.0,,,640000.0,2000000000.0,476639000.0,476639000.0,4766000.0,,,476906973.0,,,,,5610912000.0,94005000.0,3192626000.0,,,,,,,,100000000.0,,,,,3254044000.0,-464092000.0,,,2418286000.0,,,
1624140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20342.0,,,
1624322,,10628000.0,,,4160360000.0,149131000.0,,,,50000000.0,20621437.0,20621437.0,20621000.0,,,,,,,,4160360000.0,,3750397000.0,,,,,,,,5000000.0,,,,,58593000.0,79174000.0,,,409963000.0,,,
1624326,2966000.0,,87570000.0,18941000.0,19778000.0,17256000.0,,,,150000000.0,63819935.0,63819935.0,64000.0,25426000.0,,,,,,,19778000.0,,20251000.0,,,,,,,,20000000.0,,,,,82000.0,-88275000.0,,,1896000.0,,,
1624422,,,,,,,,,,,,,,,,20057562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624512,10704000.0,5192000.0,86768000.0,61403000.0,139953000.0,13460000.0,,,,200000000.0,,,6000.0,7959000.0,,,,,,,139953000.0,40392000.0,66609000.0,,,,,,,,50000000.0,167972.0,167972.0,,,562000.0,-47498000.0,,,44468000.0,,,
1624517,,,,,,,,,,1500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1844084.0,,,
1624658,2410000.0,,,37249000.0,38931000.0,35042000.0,,,,125000000.0,50821361.0,50821361.0,51000.0,35216000.0,,,,,,,38931000.0,6122000.0,16362000.0,,,,,,678000.0,,5000000.0,0.0,0.0,,,881000.0,-197789000.0,,,22569000.0,,,
1624794,25667000.0,-6638000.0,103538000.0,215823000.0,880577000.0,18260000.0,,,18260000.0,50000000.0,16163000.0,,161000.0,,,15652287.0,,,,,880577000.0,76759000.0,477860000.0,,,,,,63672000.0,,10000000.0,0.0,,,,86254000.0,339731000.0,,,402717000.0,,,
1624985,,,87979.0,0.0,3273.0,0.0,,,0.0,50000000.0,36057500.0,36057500.0,3606.0,36577.0,,5857000.0,,,,,3273.0,90441.0,90441.0,,,,,,,,,,,,,0.0,-178753.0,,,-87168.0,,,
1625101,1717000.0,-1000.0,,22339000.0,41293000.0,12463000.0,,,,500000000.0,25550000.0,25550000.0,25000.0,51973000.0,,,,,,,41293000.0,7585000.0,18399000.0,,,,,,9438000.0,,50000000.0,0.0,0.0,,,2478000.0,-172540000.0,,,22894000.0,2491000.0,,
1625278,5400000.0,600000.0,99800000.0,129400000.0,255200000.0,83400000.0,,,83400000.0,127500000.0,48853000.0,48853000.0,0.0,7300000.0,,,,,,,255200000.0,24000000.0,103700000.0,,,,,,14000000.0,,0.0,0.0,0.0,,,27700000.0,-17700000.0,,,82700000.0,6300000.0,,
1625285,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28588.0,,,
1625288,,,12194483.0,54134.0,54134.0,48134.0,,,,200000000.0,55931196.0,55931196.0,5593.0,,,55931196.0,1660792.0,,,,54134.0,2714.0,30382.0,,,,,,,,10000000.0,,,,,,-10336610.0,,,23557.0,,,
1625414,64607000.0,-7472000.0,798104000.0,1403648000.0,1605317000.0,548608000.0,,,571804000.0,,,,,,,,,,,,1605317000.0,336593000.0,663922000.0,,,,,,80428000.0,,,,,,,65914000.0,145901000.0,,,936555000.0,,,
1625641,3588000.0,,8129000.0,72845000.0,79107000.0,58569000.0,,,58569000.0,277406000.0,13533000.0,13533000.0,68000.0,24850000.0,,,,,,,79107000.0,12241000.0,13230000.0,,,,,,1850000.0,,0.0,0.0,0.0,,,,-103120000.0,,,-94923000.0,0.0,,
1625791,,2733000.0,,477530000.0,628989000.0,125777000.0,,,125777000.0,200000000.0,45988613.0,45988613.0,121000.0,,,45988613.0,,,,,628989000.0,89627000.0,,,,,,,21053000.0,,,,,,,29255000.0,27955000.0,,,519017000.0,4357000.0,,
1625941,,-9750000.0,,,1897428000.0,232369000.0,,,232899000.0,,,,,,,,,,,,1897428000.0,,700965000.0,,,,,,,,200000000.0,0.0,0.0,,,,-128775000.0,,,1192689000.0,,,
1626115,,1414000.0,,,1171607000.0,299513000.0,,,,,,,,,,,,,,,1171607000.0,,483761000.0,,,,,,150848000.0,,,,,,,38777000.0,-33127000.0,,,154259000.0,0.0,,
1626199,582000.0,53000.0,,107101000.0,144090000.0,34959000.0,,,35213000.0,200000000.0,23853650.0,23803183.0,,27851000.0,,,,,,,144090000.0,41167000.0,81932000.0,,,,,,9401000.0,,10000000.0,0.0,0.0,,,1785000.0,-115866000.0,,,62158000.0,990000.0,,
1626450,5788000.0,,,254072000.0,276626000.0,219447000.0,,,,,,,7000.0,62917000.0,,,,,,,276626000.0,45887000.0,59867000.0,,,,,,11842000.0,,10000000.0,0.0,0.0,,,7122000.0,-313391000.0,,,216759000.0,0.0,,
1626556,,-52335.0,8535659.0,1266151.0,,911658.0,,,911658.0,450000000.0,59137803.0,59137803.0,60138.0,797011.0,,,5127000.0,,,,2824098.0,3579624.0,4141737.0,,,,,,315293.0,,,,,,,7520.0,-8677883.0,,,-1361726.0,,,
1626644,495411.0,,,138072.0,138761.0,63072.0,,,63072.0,500000000.0,91610202.0,91610202.0,91610.0,,,90570202.0,17295642.0,,,,138761.0,1104732.0,1154732.0,,,,,,,,100000000.0,0.0,0.0,,,689.0,-30431542.0,,,-1015971.0,,,
1626745,251541.0,300265.0,,4231054.0,9661459.0,249837.0,,,,150000000.0,15655038.0,15655038.0,15655.0,54598.0,,307750100.0,,,,,9661459.0,1996446.0,2429808.0,,,,,,153251.0,,,,,,,47815.0,-4341417.0,,12000000.0,7035736.0,,,
1626878,2491000.0,1266000.0,,325875000.0,353744000.0,237366000.0,,,,,,29304396.0,249805000.0,7585000.0,,,,,,,353744000.0,3984000.0,5105000.0,,,,,,,,,,0.0,,,27336000.0,97568000.0,,,348639000.0,2060000.0,,
1626971,3467000.0,4000.0,,45336000.0,85529000.0,16455000.0,,,16455000.0,290000000.0,28372634.0,28372634.0,3000.0,55682000.0,,,,,,,85529000.0,12149000.0,13381000.0,,,,,,1648000.0,,10000000.0,0.0,0.0,,,906000.0,-223140000.0,,,72148000.0,12157000.0,,
1627014,,-38800000.0,2053700000.0,287300000.0,6090500000.0,,,,34700000.0,550000000.0,160085413.0,157014712.0,0.0,,,,,,,,6090500000.0,291300000.0,2884800000.0,,,,,,41100000.0,,25000000.0,0.0,0.0,,,163100000.0,757400000.0,,,,4100000.0,,
1627041,6285.0,,23180.0,10667.0,10667.0,,,,,425000000.0,13200000.0,13200000.0,1320.0,,,13200000.0,,,,,10667.0,292127.0,292127.0,,,,,,,,75000000.0,,,,,,-305960.0,,,-281460.0,,,
1627223,844000000.0,-310000000.0,890000000.0,2633000000.0,7082000000.0,1105000000.0,,,1105000000.0,810000000.0,190239883.0,164920648.0,2000000.0,24000000.0,,165171934.0,,,,,7082000000.0,1442000000.0,6267000000.0,,,,,,236000000.0,,,,,,,3474000000.0,1303000000.0,,,813000000.0,7000000.0,,
1627272,,,,,,,,,,,,,,,,167165341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627281,,,,,,,,,,,,,,,,42780186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627452,7880.0,,29349.0,0.0,0.0,,,,,390000000.0,227375000.0,227375000.0,22738.0,44667.0,,,,,,,0.0,75532.0,75532.0,,,,,,,,10000000.0,0.0,0.0,,,,-127619.0,,,-75532.0,,,
1627469,,-13608.0,50030.0,285455.0,295045.0,244704.0,,,,500000000.0,8000000.0,8000000.0,800.0,,,,,,,,295045.0,528308.0,578102.0,,,,,,,,20000000.0,0.0,0.0,,,,-320279.0,,,-283057.0,,,
1627475,6455000.0,,,360801000.0,529227000.0,94081000.0,,,232463000.0,490000000.0,124795222.0,124795222.0,12000.0,92390000.0,,124962279.0,,,,,529227000.0,198747000.0,229917000.0,,,,,,19729000.0,,10000000.0,,,,,28139000.0,-194824000.0,,,299310000.0,13338000.0,,
1627480,612129.0,,20732834.0,406046.0,6541926.0,,,,31327.0,1200000000.0,26986203.0,26986203.0,73403.0,9766870.0,,26986203.0,,,,,6541926.0,17253585.0,19413671.0,,,,,,,,,,,,,144865.0,-33555500.0,,,-12871745.0,,,
1627554,,,2277945.0,0.0,0.0,,,,,750000000.0,261055120.0,261055120.0,261055.0,542687.0,,261055120.0,,,,,0.0,45222.0,45222.0,,,,,,,,,,,,,,-2584222.0,,,-45222.0,,,
1627606,,,,,,,,,,,,,,,,26230907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627611,1356812.0,-1493.0,9282228.0,204984.0,587133.0,11784.0,,,,20000000000.0,1177103618.0,1177103618.0,11768.0,4264044.0,,,,,,,587133.0,31695379.0,32315561.0,,,,,,52671.0,,50000000.0,,,,,88228.0,-44475900.0,,,,,,
1627857,4753000.0,,484012000.0,670518000.0,1075600000.0,510289000.0,,,516644000.0,300000000.0,91386000.0,91386000.0,9000.0,7435000.0,,,,,,,1075600000.0,557858000.0,610990000.0,,,,,,27048000.0,,10000000.0,0.0,0.0,,,19443000.0,-19411000.0,,,464610000.0,2506000.0,,
1628063,,,,,2648943000.0,143728000.0,,,,,,,,,,,,,,,2648943000.0,,1766216000.0,,,,,,18800000.0,,,,,,,,-528637000.0,,,649040000.0,,,
1628171,12609000.0,116000.0,,454122000.0,567401000.0,104268000.0,,,105352000.0,300000000.0,66599748.0,66599748.0,7000.0,84680000.0,,,,,,,567401000.0,47176000.0,92725000.0,,,,,,27435000.0,,0.0,0.0,0.0,,,8902000.0,-265545000.0,,,474676000.0,3593000.0,,
1628228,,,,33655.0,33655.0,33655.0,,,,100000000.0,21943753.0,21943753.0,821000.0,180053.0,,0.0,,,,,33655.0,25548.0,82909.0,,,,,,,,,,,,,,-870254.0,,,-49254.0,,,
1628369,,-242700000.0,2843400000.0,2890700000.0,7337900000.0,1074800000.0,,,1164100000.0,800000000.0,221960472.0,221960472.0,22200000.0,250900000.0,,,,,,,7337900000.0,2065500000.0,6242300000.0,,,,,,438200000.0,,,,,,,235900000.0,-1528200000.0,,,1094700000.0,32400000.0,,
1628808,,,,,,,,,,,,,,,,20208948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628908,31975000.0,-278000.0,1229320000.0,547649000.0,1371700000.0,319002000.0,,,361581000.0,750000000.0,85894450.0,,859000.0,89723000.0,,,,,,,1371700000.0,403294000.0,752100000.0,,,,,,57799000.0,,,,,,,86240000.0,-589178000.0,,,619600000.0,678000.0,,
1628945,23847000.0,,9036000.0,183698000.0,316328000.0,121578000.0,,,129255000.0,129030355.0,27995780.0,27995780.0,0.0,33894000.0,,,,,,,316328000.0,155896000.0,241405000.0,,,,,,8281000.0,,0.0,0.0,0.0,,,,-110436000.0,,,-101400000.0,1045000.0,,
1629019,,374000.0,,,9645375000.0,179728000.0,,,179728000.0,50000000.0,43120625.0,43120625.0,135857000.0,,,,,,,,9645375000.0,,8834754000.0,,,,,,,,5000000.0,,,,,29761000.0,461744000.0,,,810621000.0,,,
1629137,19078000.0,302000.0,1402262000.0,632163000.0,724002000.0,494766000.0,,,497202000.0,150000000.0,61898090.0,61898090.0,62000.0,325710000.0,,,,,,,724002000.0,79032000.0,307845000.0,,,,,,50722000.0,,5000000.0,0.0,0.0,,,37882000.0,-986469000.0,,,416157000.0,24446000.0,,
1629205,,,1157253.0,182112.0,190244.0,29550.0,,,,200000000.0,187194.0,187194.0,187.0,,,187194.0,,,,,190244.0,3118094.0,,,,,,,,,25000000.0,8480000.0,8480000.0,,,1582.0,-4093770.0,,,-2927850.0,,,
1629210,,,,4049672.0,51853116.0,3498093.0,,,,200000000.0,34586981.0,34586981.0,345870.0,,,36226546.0,40466768.0,,,,51853116.0,623978.0,5785346.0,,,,,,,,,,,,,7206.0,-57236736.0,,,46067770.0,,,
1629606,,,,,,,,,,,,,,,,77517539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629665,,1128351.0,19933793.0,26306653.0,35188700.0,348834.0,,,,500000000.0,38502954.0,38502954.0,3850.0,,,,,,,,35188700.0,21161217.0,22587297.0,,,,,,1413598.0,,30000000.0,19000000.0,19000000.0,,,6266743.0,-8596332.0,,,12471562.0,,,
1630113,1478503.0,-670060.0,46707203.0,4942238.0,5139724.0,3324190.0,,,,125000000.0,34576797.0,34576797.0,37797.0,,,,,,,,5139724.0,8443389.0,15847391.0,,,,,,115708.0,,10000000.0,1.0,1.0,,,,-57033331.0,,,-10707667.0,,,
1630176,64836.0,,15501436.0,2490158.0,3115430.0,,,,,2500000000.0,308887410.0,308887410.0,308887.0,,,,,,,,3115430.0,261604.0,261604.0,,,,-1629500.0,,,,75000000.0,0.0,0.0,,,,-12956498.0,,,2853826.0,,,
1630212,87190.0,-190510.0,,1286337.0,10366266.0,726577.0,,,726577.0,490000000.0,82795297.0,82275297.0,8279.0,12649005.0,,,,,,,10366266.0,2592393.0,6249347.0,,,,,,137333.0,,10000000.0,0.0,0.0,,,479115.0,-42041375.0,,,4116919.0,,,
1630472,,,1559681000.0,,4908743000.0,319669000.0,,,319669000.0,302500000.0,76787006.0,76787006.0,,0.0,,,,,,,4908743000.0,,3442292000.0,,,,,,,,,,,,,,-292858000.0,,,1266900000.0,,,
1630627,2265000.0,,14166000.0,40978000.0,41807000.0,18079000.0,,,18079000.0,,,,,5501000.0,,,,,,,41807000.0,11597000.0,41031000.0,,,,,,,,,,,,,829000.0,-21353000.0,,,776000.0,,,
1630805,73481000.0,-52390000.0,,396085000.0,599077000.0,57338000.0,,,67423000.0,500000000.0,54452000.0,54452000.0,4784000.0,536251000.0,,,,,,,599077000.0,270832000.0,930054000.0,,,,,,10814000.0,,20000000.0,0.0,0.0,172500000.0,,56601000.0,-1342921000.0,,,-332081000.0,39013000.0,,
1630856,,882000.0,208995000.0,,2057270000.0,216972000.0,,,216972000.0,,,,,,,,,,,,2057270000.0,,1841705000.0,,,,,,,,10000000.0,0.0,,,,4370000.0,14756000.0,,,215565000.0,0.0,,
1630940,,,,,,,,,,,,,,,,2976691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631256,,,85248000.0,,151578000.0,3807000.0,,,4359000.0,,,,,,,,,,,,151578000.0,,111738000.0,,,,,,,,10000000.0,0.0,0.0,,,,,,,39590000.0,,,
1631282,380208.0,282750.0,12035140.0,2345998.0,5303808.0,674397.0,,,,375000000.0,21470446.0,21470446.0,21470.0,,,21470446.0,12944578.0,,,,5303808.0,1297195.0,2246634.0,,,,,,1736937.0,,,,,,,341918.0,-9244241.0,,,3095119.0,,,
1631487,,,,5676000.0,10841000.0,3333000.0,,,3526000.0,30000000.0,6963838.0,6963838.0,2933000.0,15506000.0,,6963838.0,,,,,10841000.0,3388000.0,6364000.0,,,,,,2796000.0,,,,,,,2106000.0,-73034000.0,,,4477000.0,,,
1631569,,-11846000.0,,,668402000.0,2483000.0,,,2892000.0,450000000.0,23888000.0,23888000.0,239000.0,1304000.0,,24011013.0,,,,,668402000.0,,238486000.0,,,,,,821000.0,,50000000.0,0.0,0.0,,,,,,,429916000.0,,,
1631574,13795000.0,389000.0,71573000.0,230042000.0,279238000.0,184497000.0,,,,,48778678.0,48778678.0,694085000.0,195381000.0,,,,,,,279238000.0,121040000.0,188586000.0,,,,,,16232000.0,,,,,,,29198000.0,-683269000.0,,,82778000.0,18416000.0,,
1631596,,,1169695000.0,,4965612000.0,110832000.0,,,110832000.0,300000000.0,59519754.0,55619428.0,556000.0,,,55619428.0,,,,,4965612000.0,,3920206000.0,,,,,,,,50000000.0,1.0,1.0,,,,-65698000.0,,,1043554000.0,,,
1631761,,2622000.0,775199000.0,,1027165000.0,378530000.0,,,424811000.0,500000000.0,187569640.0,167965710.0,19000.0,,,167965710.0,,,,,1027165000.0,,448213000.0,,,,,,16195000.0,,,,,,,22558000.0,-192735000.0,,,578952000.0,,,
